temp,CforEin,CforDev
14.2,8.944406793705746e-7,0.024791870206455215
14.3,1.0223948259530193e-6,0.025319318947453692
14.4,1.1663719705397054e-6,0.025854193553218798
14.5,1.32808137661223e-6,0.026396545599133386
14.6,1.5093808527052929e-6,0.026946426623446297
14.7,1.7122863869220196e-6,0.02750388812435637
14.8,1.938982143869798e-6,0.028068981556934915
14.9,2.1918308206065873e-6,0.028641758329882066
15.0,2.4733843571223194e-6,0.02922226980211378
15.1,2.7863949958121007e-6,0.029810567279175224
15.2,3.133826683330821e-6,0.03040670200947758
15.3,3.5188668071579715e-6,0.031010725180354626
15.4,3.944938258150278e-6,0.03162268791393646
15.5,4.4157118093231675e-6,0.032242641262837615
15.6,4.935118800083516e-6,0.032870636205656785
15.7,5.507364114140058e-6,0.033506723642286504
15.8,6.136939438347939e-6,0.03415095438903054
15.9,6.82863678880278e-6,0.03480337917352756
16.0,7.587562289593169e-6,0.035464048629479945
16.1,8.419150188747867e-6,0.036133013291186365
16.2,9.329177095083176e-6,0.036810323587878245
16.3,1.0323776418865153e-5,0.03749602983785895
16.4,1.1409452998454834e-5,0.03819018224244635
16.5,1.2593097894407085e-5,0.038892830879719106
16.6,1.3882003331841903e-5,0.03960402569806677
16.7,1.5283877771307092e-5,0.040323816509545564
16.8,1.6806861087804997e-5,0.041052252983040834
16.9,1.8459539837158242e-5,0.04178938463723751
17.0,2.0250962588452365e-5,0.04253526083340154
17.1,2.219065530090613e-5,0.04328993076797366
17.2,2.4288636723190752e-5,0.044053443464979046
17.3,2.655543379294801e-5,0.0448258477682554
17.4,2.9002097014036688e-5,0.045607192333502904
17.5,3.16402157888791e-5,0.046397525620160064
17.6,3.4481933683171106e-5,0.047196895883108554
17.7,3.753996360017166e-5,0.04800535116421258
17.8,4.082760284179105e-5,0.04882293928369628
17.9,4.4358748033752844e-5,0.04964970783136432
18.0,4.8147909892222926e-5,0.05048570415767129
18.1,5.221022780945122e-5,0.051330975364644295
18.2,5.6561484236191776e-5,0.05218556829666551
18.3,6.121811883892872e-5,0.053049529531119785
