temp,resistivity
223,5.611587253053198
224,5.641631907249235
225,5.671660529423796
226,5.701673266584336
227,5.73167026442768
228,5.7616516673397715
229,5.79161761839618
230,5.821568259363301
231,5.851503730700196
232,5.88142417156111
233,5.911329719798523
234,5.941220511966781
235,5.971096683326202
236,6.000958367847746
237,6.030805698218059
238,6.060638805844959
239,6.090457820863361
240,6.120262872141534
241,6.150054087287676
242,6.179831592656906
243,6.209595513358447
244,6.239345973263164
245,6.269083095011309
246,6.298807000020547
247,6.328517808494181
248,6.358215639429551
249,6.387900610626677
250,6.417572838697046
251,6.447232439072532
252,6.4768795260144865
253,6.506514212622962
254,6.536136610846005
255,6.565746831489127
256,6.595344984224793
257,6.6249311776020265
258,6.654505519056107
259,6.684068114918276
260,6.713619070425556
261,6.743158489730539
262,6.772686475911294
263,6.802203130981236
264,6.831708555899047
265,6.8612028505786045
266,6.890686113898935
267,6.920158443714105
268,6.949619936863193
269,6.979070689180213
270,7.008510795503982
271,7.03794034968803
272,7.06735944461046
273,7.09676817218379
274,7.126166623364705
275,7.155554888163881
276,7.184933055655669
277,7.21430121398776
278,7.24365945039084
279,7.273007851188177
280,7.3023465018051095
281,7.33167548677856
282,7.360994889766433
283,7.39030479355697
284,7.419605280078037
285,7.448896430406383
286,7.478178324776785
287,7.507451042591139
288,7.536714662427514
289,7.56596926204911
290,7.595214918413156
291,7.624451707679679
292,7.653679705220352
293,7.682898985627057
294,7.712109622720571
295,7.741311689559045
296,7.77050525844648
297,7.79969040094105
298,7.828867187863481
299,7.858035689305198
300,7.887195974636493
